impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K24-173664,A719471,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719471,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Blue,Dog,3 YEARS,Neutered Male,Siberian Husky,Black / White,4-Nov-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719471,Image Copyright HLP Inc. 2024,"Received on: 2024-11-04<p/> Description: Black / White<p/>  Neutered Male Siberian Husky Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $250<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Blue and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 11/04/24<p/><p/>I weigh 60lbs and am considered a ""large breed"" dog.<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit,"" but I am a stubborn husky and like to do my own thing.<p/><p/>I am an affectionate lovebug who likes to do my own thing! I am engaging and need a handler who needs me just as much as I need them. I am goofy, fun-loving, typical husky.<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home with older children.<p/>",
K24-173610,A719379,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867177,LOST,Caine,Cat,Over 1 year<p/>,Male,American Shorthair,Black,26-Oct-24,Date Lost,SW  41st St & Lind Ave SW,Renton,,98057,OTHER,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867177,Image Copyright HLP Inc. 2024,"Description: Black with white strip one nose, white boots on paws, white in chest, 2 black spots on nose<p/>Age: Over 1 year<p/>Location Lost: Sw 41 st and Linda Ave sw, Renton WA  98057<p/>Lost Date: 2024-10-26<p/>",
K24-172613,A717613,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855180,In Public Home,,Dog,Unknown<p/>,Female,American Pit Bull Terrier,Unknown,6-Oct-24,Date Found,Military  Rd S & 31st Ave S,King County,,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855180,Image Copyright HLP Inc. 2024,"<p/>Age: Unknown<p/>Found Near: Military and 31st Ave S, Auburn WA  98001<p/>Found Date: 2024-10-06<p/>",
K24-173628,A719411,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867515,LOST,Beans,Cat,Over 1 year<p/>,Female,Siamese,Brown,2-Nov-24,Date Lost,4600 block of  FOREST AVE SE,Mercer Island,,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867515,Image Copyright HLP Inc. 2024,"Description: She is a dark siamese with white feet, very shy, does not have any collar and is not used to be outside.<p/>Age: Over 1 year<p/>Location Lost: 4646 Forest Avenue SE, Mercer Island WA  98040<p/>Lost Date: 2024-11-02<p/>",
K24-173483,A719121,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2865975,LOST,Jackson,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,29-Oct-24,Date Lost,3500 block of  S 251ST ST,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2865975,Image Copyright HLP Inc. 2024,"Description: light orange tabby. White nose mouth area. Orange/brown spots on bottom of heels.<p/>Age: Over 1 year<p/>Location Lost: 3523 S. 251st, Kent WA  98032<p/>Lost Date: 2024-10-29<p/>",
K24-173310,A718811,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A718811,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Gato,Barn Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Torbie,24-Oct-24,Received on,13800 block of  37TH AVE S,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718811,Image Copyright HLP Inc. 2024,"Received on: 2024-10-24<p/> Found Near: 13800 block of  37TH AVE S<p/> Description: Torbie Spayed Female Domestic Shorthair Barn Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173525,A719265,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719265,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Winter,Dog,NO AGE,Female,Alaskan Husky,White / White,31-Oct-24,Received on,20600 block of  TINKHAM RD,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719265,Image Copyright HLP Inc. 2024,"Received on: 2024-10-31<p/> Found Near: 20600 block of  TINKHAM RD<p/> Description: White / White Female Alaskan Husky Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173732,A719641,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719641,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Unknown,Domestic Shorthair,Gray Tabby,6-Nov-24,Received on,2000 block of  S 136TH ST,SEATAC,WA,98168,SEATAC,47.481788,-122.307172,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719641,Image Copyright HLP Inc. 2024,"Received on: 2024-11-06<p/> Found Near: 2000 block of  S 136TH ST<p/> Description: Gray Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173605,A719371,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719371,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Spirit,Dog,6 YEARS,Neutered Male,Pit Bull,Brown / White,2-Nov-24,Received on,4400 block of  154TH PL SE,BELLEVUE,WA,98006,BELLEVUE,47.566798,-122.134164,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719371,Image Copyright HLP Inc. 2024,"Received on: 2024-11-02<p/> Found Near: 4400 block of  154TH PL SE<p/> Description: Brown / White Neutered Male Pit Bull Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173675,A719498,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719498,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Black / White,4-Nov-24,Received on,17600 block of  SE MAY VALLEY RD,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719498,Image Copyright HLP Inc. 2024,"Received on: 2024-11-04<p/> Found Near: 17600 block of  SE MAY VALLEY RD<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173337,A718868,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Jenna,Cat,8 WEEKS,Female,Domestic Shorthair,Black,25-Oct-24,Received on,31000 block of  144TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718868,Image Copyright HLP Inc. 2024,Received on: 2024-10-25<p/> Found Near: 31000 block of  144TH AVE SE<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K24-173724,A717625,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Spice,Cat,9 WEEKS,Spayed Female,Domestic Shorthair,Calico,6-Oct-24,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A717625,Image Copyright HLP Inc. 2024,"Received on: 2024-10-06<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Adoption Fee: $100<p/> Current Location: In RASKC Foster Home <p/>This little calico girl is highly interactive and always wants to play - her favorite game is chasing feathers on a string. She is super curious about everything you do and wants to be involved. If you walk away she follows and if you shut the door she meows at you to come back. She likes to do zoomies back and forth across your lap and eventually may settle on or next to your lap. She is wary of dogs but curious, and with another kitten she can be a little bossy. Spice is an all around sweet, smart and sassy kitten.<p/>",
K24-173700,A719558,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719558,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby / White,5-Nov-24,Received on,47000 block of  286TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719558,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Found Near: 47000 block of  286TH AVE SE<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173160,A669813,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A669813,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Steel,Dog,2 YEARS 6 MONTHS,Neutered Male,Black Mouth Cur / Mix,Blue,21-Oct-24,Received on,7700 block of  LAKE ALICE RD SE,FALL CITY,WA,98024,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669813,Image Copyright HLP Inc. 2024,"Received on: 2024-10-21<p/> Found Near: 7700 block of  LAKE ALICE RD SE<p/> Description: Blue Neutered Male Black Mouth Cur / Mix Dog<p/> Age: 2 YEARS 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K24-173629,A719412,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867539,In Public Home,,Dog,Unknown<p/>,Female,Border Collie,Unknown,3-Nov-24,Date Found,29800 block of  11TH AVE SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867539,Image Copyright HLP Inc. 2024,"Description: Black and white two collars, one possible invisible fence collar.  <p/>Age: Unknown<p/>Found Near: 29800 block of  11TH AVE SW<p/>Found Date: 2024-11-03<p/>",
K24-172544,A717537,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2854483,In Public Home,Unknown,Dog,Under 1 year<p/>,Male,Labrador Retriever,Black,30-Sep-24,Date Found,108TH  PLACE SE & SE 240TH PL,Kent,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2854483,Image Copyright HLP Inc. 2024,"Description: All black male w/ white patch on chest. Young, not full grown. Not fixed. No collar. No chip. Found abandoned at the Kent YMCA dog park. Very friendly. Knows basic commands. <p/>Age: Under 1 year<p/>Found Near: 108th & 240th , Kent WA  98031<p/>Found Date: 2024-09-30<p/>",
K24-173399,A718951,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2864815,LOST,Angela Rosen,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,25-Oct-24,Date Lost,Cascadia  Ave S & S Ridgeway Pl,Seattle,,98144,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2864815,Image Copyright HLP Inc. 2024,"Description: My cat is gray and looks like a tabby cat. He had some skin issues on his bottom recently, so he has a little clumps of hair kind of missing from the back of him.<p/>Age: Over 1 year<p/>Location Lost: Cascadia and Ridgeway Seattle , Seattle WA  98144<p/>Lost Date: 2024-10-25<p/>",
K24-173621,A719403,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867322,LOST,Ghost,Dog,Under 1 year<p/>,Female,American Bulldog,Unknown,1-Nov-24,Date Lost,NW  4th Pl & Rainier Ave N,Renton,,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867322,Image Copyright HLP Inc. 2024,"Description: Bully/Blue Nose Pit mix<p/>Age: Under 1 year<p/>Location Lost: 4th and Rainier, Renton WA  98057<p/>Lost Date: 2024-11-01<p/>",
K24-173310,A718811,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718811,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Gato,Barn Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Torbie,24-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718811,Image Copyright HLP Inc. 2024,"Received on: 2024-10-24<p/> Description: Torbie<p/>  Spayed Female Domestic Shorthair Barn Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Gato and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I am a cat that has had some interactions with humans and I'm likely interested in being pet and handled once I learn to trust you! Being an indoor only cat is not enough stimulation for me and I would like to hunt rodents in order to stay enriched and active.<p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
K24-172926,A718161,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2859187,LOST,Cleo,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,12-Oct-24,Date Lost,14th  Ave NW & NW 65th St,Seattle,,98107,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2859187,Image Copyright HLP Inc. 2024,"Description: Cleo is an INDOOR CAT. She has never been out for more than a few minutes at a time. I’m sure she is hungry and scared. <p/>She is a brown tabby cat with gold/tan highlights, little bit of white. Her fur is sleek, but her belly is fluffy. She’s about 10 years old. Cleo is missing a tooth on her upper right side and her mouth might appear a little lopsided. She was chipped by her previous owner, Christy Fisher, but I don't have the chip information.<p/>Cleo is friendly but a little skittish with strangers.<p/>She likes to be carried, by me at least, so she might not mind being picked up. <p/><p/>Age: Over 1 year<p/>Location Lost: 14th Ave NW and NW 65th, Seattle WA  98107<p/>Lost Date: 2024-10-12<p/>",
K24-173736,A719657,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2868987,In Public Home,,Dog,Over 1 year<p/>,Female,Rottweiler,Black,6-Nov-24,Date Found,11200 block of  DES MOINES DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2868987,Image Copyright HLP Inc. 2024,Description: Female rottie mix seems young like maybe 1-3 years old. Metal choke collar and grey flea collar. Like car rides hopped right in. Not scared of baths let me give her one. Gets along with other dogs and doesn't mind my cats<p/>Age: Over 1 year<p/>Found Near: 11200 block of  DES MOINES DRIVE<p/>Found Date: 2024-11-06<p/>,
K24-172392,A717233,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2852511,LOST,Tiger,Cat,Over 1 year<p/>,Male,European Shorthair,Unknown,24-Sep-24,Date Lost,,,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2852511,Image Copyright HLP Inc. 2024,"Description: Tabby cat or simply tabby where worried sick he never been gone this long before and I’ve grown to love him even tho originally he my nieces cat<p/>Age: Over 1 year<p/>Location Lost: 2020 s 360th st Federalway wa, Federal Way WA  98003<p/>Lost Date: 2024-09-24<p/>",
