impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Memo_cleaned
K24-172392,A717233,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2852511,LOST,Tiger,Cat,1.5,Male,European Shorthair,Unknown,24-Sep-24,Date Lost,,,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2852511,Image Copyright HLP Inc. 2024,"Description: Tabby cat or simply tabby where worried sick he never been gone this long before and I’ve grown to love him even tho originally he my nieces cat<p/>Age: Over 1 year<p/>Location Lost: 2020 s 360th st Federalway wa, Federal Way WA  98003<p/>Lost Date: 2024-09-24<p/>",tabby cat simply tabby worried sick gone long ive grown love tho originally nieces cat federalway federal way
K24-173716,A719573,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Deceased Cat,,Unknown,Domestic Shorthair,Gray,5-Nov-24,Received on,21300 block of  109TH AVE SE,KENT,WA,98031.0,KENT,,,,Image Copyright HLP Inc. 2024,Received on: 2024-11-05<p/> Found Near: 21300 block of  109TH AVE SE<p/> Description: Gray Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>,gray domestic shorthair cat
K24-172809,A717946,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2857636,LOST,"Tribble, Eli",Rodent,1.5,Unknown,,Unknown,8-Oct-24,Date Lost,162ND  AVE SE,SE 113,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2857636,Image Copyright HLP Inc. 2024,"Description: Three guinea pigs. one older male mainly white and orange, with missing bottom front teeth, two girls, one long hair, one short hair, both with black, orange, white fur. Names are Tribble (male), Marmalade (long haired girl), and Elise (short haired girl)<p/>Age: Over 1 year<p/>Location Lost: 162nd Ave SE, SE 113th Pl, Renton WA  98059<p/>Lost Date: 2024-10-08<p/>",three guinea pigs one older male mainly white orange missing bottom front teeth two girls one long hair one short hair black orange white fur tribble male marmalade long haired girl elise short haired girl renton
K24-173513,A719215,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2866191,LOST,Finley,Dog,1.5,Male,Border Collie,Black,27-Oct-24,Date Lost,21600 block of  SE 298TH PL,,,98042.0,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2866191,Image Copyright HLP Inc. 2024,"Description: Black and white Border Collie, brown eyes, with orange collar (w/ handle).<p/>Age: Over 1 year<p/>Location Lost: 21612 SE 298th Pl, Kent WA  98042<p/>Lost Date: 2024-10-27<p/>",black white border collie brown eyes orange collar w handle kent
K24-167706,A708686,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Rosie,Dog,3.4166666666666665,Spayed Female,German Shepherd / Mix,Black / Brown,17-May-24,Received on,21615 64TH AVE S,KENT,WA,98032.0,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A708686,Image Copyright HLP Inc. 2024,"Received on: 2024-05-17<p/> Description: Black / Brown Spayed Female German Shepherd / Mix Dog<p/> Age: 3 YEARS 5 MONTHS<p/> Adoption Fee: $50<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Rosie and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 05/17/24.<p/><p/>I weigh 60.30lbs and am considered a ""large breed"" dog.<p/><p/>This is a note about me from my foster parent: ""Rosie is a nice girl!  She is a snuggle pup who wants to be with her person.  She's a mostly mellow girl who only needs a moderate amount of daily exercise.  She is friendly with other dogs, although smaller dogs may find her too rambunctious.  She does need a special diet for her allergies, and takes a daily medication.  She hopes to find a family who will buy her some fashionable pajamas and a nice raincoat - Rosie is a fair-weather girl!  She does cry when she's left alone so I don't think she'd be a good candidate for apartment living.""<p/><p/><p/>",black brown spayed female german shepherd mix dog raskc foster home rosie available adoptioni good samaritan weigh considered large breed dogthis note foster parent rosie nice girl snuggle pup wants person mostly mellow girl needs moderate amount daily exercise friendly dogs although smaller dogs rambunctious special diet allergies takes daily medication hopes family buy fashionable pajamas nice raincoat rosie fairweather girl cry left alone think shed good candidate apartment living
K24-172882,A718041,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2858651,LOST,Romeo,Cat,1.5,Male,Domestic Mediumhair,Unknown,13-Oct-24,Date Lost,3200 block of  212TH AVE SE,Sammamish,,98075.0,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2858651,Image Copyright HLP Inc. 2024,"Description: 10 pound solid gray neutered male, outdoor barn cat. Friendly towards people and horses, tolerates some dogs. Estimated to be one year old. Left ear is tipped.<p/>Age: Over 1 year<p/>Location Lost: 3219 212th ave se, Sammamish WA  98075<p/>Lost Date: 2024-10-13<p/>",pound solid gray neutered male outdoor barn cat friendly towards people horses tolerates dogs estimated one left ear tipped sammamish
K24-173680,A719507,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2868176,In Public Home,Sb,Dog,1.5,Male,Miniature Poodle,Unknown,2-Nov-24,Date Found,Auburn's  Main Supermarket,,,,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2868176,Image Copyright HLP Inc. 2024,"Description: Gray poodle mix maybe. <p/>Age: Over 1 year<p/>Found Near: Main & Western, Auburn WA  98001<p/>Found Date: 2024-11-02<p/>",gray poodle mix maybe main western auburn
K24-173599,A719365,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2867002,LOST,Sonic,Dog,0.5,Male,Alaskan Husky,Black,1-Nov-24,Date Lost,1100 block of  S 299TH PL,Federal Way,,98003.0,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2867002,Image Copyright HLP Inc. 2024,"Description: Two huskies run away while walking by 204th and frager Rd in Kent ( by green river ) Color : black and white ( sonic ) . Other one is grey and white ( Maxx) both are husky mixes. Friendly but might be scared .<p/>Age: Under 1 year<p/>Location Lost: 1169 s 299th place, Federal Way WA  98003<p/>Lost Date: 2024-11-01<p/>",two huskies run away walking frager kent green river color black white sonic one grey white maxx husky mixes friendly scared place federal way
K24-172884,A718057,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2858794,LOST,Shadow,Cat,1.5,Male,Bombay,Black,14-Oct-24,Date Lost,7900 block of  CORTLAND AVE SE,SNOQUALMIE,,98065.0,SNOQUALMIE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2858794,Image Copyright HLP Inc. 2024,"Description: 11-13 year old black cat with green eyes. He is both skinny and chubby at the same time. He is very friendly.<p/>Age: Over 1 year<p/>Location Lost: 7919 cortland ave se snoqualmie , Sammamish WA  98075<p/>Lost Date: 2024-10-14<p/>",black cat green eyes skinny chubby friendly cortland snoqualmie sammamish
K24-173698,A718194,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A718194,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mandy,Cat,0.17307692307692307,Spayed Female,Domestic Mediumhair,Black,5-Nov-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A718194,Image Copyright HLP Inc. 2024,"Received on: 2024-11-05<p/> Description: Black<p/>  Spayed Female Domestic Mediumhair Cat<p/> Age: 9 WEEKS<p/> Adoption Fee: $100<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",black spayed female domestic mediumhair cat pet adoption center kent
K24-172660,A717708,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2855792,In Public Home,,Cat,,Unknown,Angora,Black,7-Oct-24,Date Found,APARTAMENTOS  AVANA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2855792,Image Copyright HLP Inc. 2024,"Description: Es una gato negro con bigotes blancos aproximadamente de 3 a 4 meses <p/>Age: Unknown<p/>Found Near: Apartamentos avana , Federal Way WA  98003<p/>Found Date: 2024-10-08<p/>",es una gato negro con bigotes blancos aproximadamente de meses apartamentos avana federal way
K24-173163,A718519,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2862459,LOST,Shasta Allis,Dog,1.5,Female,Labrador Retriever,Black,21-Oct-24,Date Lost,44th  Ave S & S 315th St,King County,,98001.0,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2862459,Image Copyright HLP Inc. 2024,"Description: Shasta is a 60 lb Labrador retriever border collie mix. She is black with  white on her paws and chest. She has a pink collar on with tags. <p/>Age: Over 1 year<p/>Location Lost: 44th Ave S and S 315th St, Auburn WA  98001<p/>Lost Date: 2024-10-21<p/>",shasta lb labrador retriever border collie mix black white paws chest pink collar tags auburn
K24-173289,A718780,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2863600,In Public Home,,Cat,0.5,Female,Domestic Mediumhair,Unknown,23-Oct-24,Date Found,140th  Ave NE & NE 8th St,Bellevue,,98005.0,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2863600,Image Copyright HLP Inc. 2024,"Description: She is very friendly and under a year old (vet said probably 8 months old). She has yellow eyes and mixed coat (brown and black).<p/>Age: Under 1 year<p/>Found Near: 140th and 8th, Bellevue WA  98007<p/>Found Date: 2024-10-23<p/>",friendly vet said probably yellow eyes mixed coat brown black bellevue
K24-172934,A718170,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2859233,LOST,Tater Chip,Dog,1.5,Male,Chinese Sharpei,Brown,15-Oct-24,Date Lost,25200 block of  SE 240TH ST,,,98038.0,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2859233,Image Copyright HLP Inc. 2024,"Description: Tater Chip is an 11 yr old male Chinese Shar Pei.  About 40lbs and wears a leather collar.  He has an infected ear right and just started medication.  He is friendly, especially if you have a treat of any kind.  <p/>Age: Over 1 year<p/>Location Lost: 25218 SE 240th ST, Maple Valley WA  98038<p/>Lost Date: 2024-10-15<p/>",tater chip yr male chinese shar pei wears leather collar infected ear right started medication friendly treat kind maple valley
K24-173550,A719294,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A719294,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cider,Cat,2.0,Spayed Female,Domestic Longhair,Tortie,31-Oct-24,Received on,600 block of  VAN DE VANTER AVE,KENT,WA,98030.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719294,Image Copyright HLP Inc. 2024,"Received on: 2024-10-31<p/> Found Near: 600 block of  VAN DE VANTER AVE<p/> Description: Tortie Spayed Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",van de vanter tortie spayed female domestic longhair cat pet adoption center kent
K24-173566,A719331,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2866724,In Public Home,,Dog,1.5,Female,Siberian Husky,Black,21-Oct-24,Date Found,27500 block of  116TH PL SE,Kent,,98030.0,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2866724,Image Copyright HLP Inc. 2024,Description: Black and white female<p/>Age: Over 1 year<p/>Found Near: 27500 block of  116TH PL SE<p/>Found Date: 2024-10-21<p/>,black white female
K24-173429,A719014,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A719014,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Coco,Cat,0.9166666666666666,Spayed Female,Domestic Shorthair,Black / White,28-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A719014,Image Copyright HLP Inc. 2024,"Received on: 2024-10-28<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 11 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Coco and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",black white spayed female domestic shorthair cat pet adoption center kent coco available adoptionyou visit pet adoption center weekdays saturdays sundays pet adoption center located kent visit today love home
K24-173361,A714896,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A714896,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Shiso,Dog,5.166666666666667,Neutered Male,German Shepherd / Mix,Tricolor,26-Oct-24,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A714896,Image Copyright HLP Inc. 2024,"Received on: 2024-10-26<p/> Description: Tricolor<p/>  Neutered Male German Shepherd / Mix Dog<p/> Age: 5 YEARS 2 MONTHS<p/> Adoption Fee: $50<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Shiso and I am available for adoption.<p/><p/>I was brought in by a good samaritan on August 25, 2024.<p/><p/>I weigh 55.0 lbs and am considered a ""large breed"" dog.<p/><p/>My caregivers mention that I was well on leash!<p/><p/>I am motivated by many things like toys, treats and people! I will happily ""sit"" and ""shake"" for all of them :)<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",tricolor neutered male german shepherd mix dog pet adoption center kent shiso available adoptioni good samaritan august weigh considered large breed dogmy caregivers mention well leashi motivated things toys treats people happily sit shake affectionate lovebug thrilled cuddle homei spirited dog funloving personality working manners best family willing work help become best dog
